Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
63583013,12/31/2024 11:19:02 PM,01/02/2025 02:05:07 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10466,4341 GUNTHER AVENUE,GUNTHER AVENUE,PITMAN AVENUE,BARNES AVENUE,PITMAN AVENUE,BARNES AVENUE,ADDRESS,BRONX,GUNTHER AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/02/2025 02:05:11 AM,12 BRONX,2050500059,BRONX,1025492,265968,MOBILE,Unspecified,BRONX,Car,,,,,,,40.896598045393276,-73.85082271534361,"(40.896598045393276, -73.85082271534361)"
63584968,12/31/2024 11:18:53 PM,01/02/2025 05:08:18 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:09:21 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63578164,12/31/2024 11:18:51 PM,01/01/2025 09:01:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:52 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63574082,12/31/2024 11:18:49 PM,12/31/2024 11:31:14 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,343 WARWICK STREET,WARWICK STREET,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,WARWICK STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:31:18 PM,05 BROOKLYN,3039830007,BROOKLYN,1015781,185336,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.675325107785255,-73.88632700201708,"(40.675325107785255, -73.88632700201708)"
63572999,12/31/2024 11:18:43 PM,01/02/2025 05:09:51 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:11:49 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63579103,12/31/2024 11:18:40 PM,01/01/2025 12:21:16 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10021,1417 2 AVENUE,2 AVENUE,EAST   73 STREET,EAST   74 STREET,EAST   73 STREET,EAST   74 STREET,ADDRESS,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 12:21:19 AM,08 MANHATTAN,1014280028,MANHATTAN,996017,219804,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76997974269068,-73.95751828511808,"(40.76997974269068, -73.95751828511808)"
63584328,12/31/2024 11:18:39 PM,12/31/2024 11:47:22 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,89-50 56 AVENUE,56 AVENUE,QUEENS BOULEVARD,90 STREET,QUEENS BOULEVARD,90 STREET,ADDRESS,ELMHURST,56 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:47:25 PM,04 QUEENS,4018450010,QUEENS,1019312,207211,ONLINE,Unspecified,QUEENS,,,,,,,,40.735353483539804,-73.87348344450025,"(40.735353483539804, -73.87348344450025)"
63579699,12/31/2024 11:18:18 PM,01/01/2025 02:32:28 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,4672 BEDFORD AVENUE,BEDFORD AVENUE,AVENUE Z,VOORHIES AVENUE,AVENUE Z,VOORHIES AVENUE,ADDRESS,BROOKLYN,BEDFORD AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 02:32:31 AM,15 BROOKLYN,3074690026,BROOKLYN,999711,153403,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.58771845605027,-73.94433439290805,"(40.58771845605027, -73.94433439290805)"
63583359,12/31/2024 11:18:15 PM,01/02/2025 05:03:42 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:04:52 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63579590,12/31/2024 11:18:09 PM,01/02/2025 01:10:31 PM,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,10312,28 VANESSA LANE,VANESSA LANE,ARDEN AVENUE,BEND,ARDEN AVENUE,BEND,ADDRESS,STATEN ISLAND,VANESSA LANE,,Closed,,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,01/02/2025 01:10:31 PM,03 STATEN ISLAND,5055930146,STATEN ISLAND,937087,136735,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.54185612427408,-74.16968868412769,"(40.54185612427408, -74.16968868412769)"
63573123,12/31/2024 11:18:06 PM,01/01/2025 09:01:24 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:34 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63574462,12/31/2024 11:18:01 PM,01/02/2025 02:30:53 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10460,1903 WEST FARMS ROAD,WEST FARMS ROAD,,,,,ADDRESS,BRONX,,,Closed,,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,01/02/2025 12:00:00 AM,06 BRONX,2030167501,BRONX,1017088,244768,MOBILE,Unspecified,BRONX,,,,,,,,40.838445833501204,-73.88132484286533,"(40.838445833501204, -73.88132484286533)"
63577944,12/31/2024 11:17:56 PM,01/02/2025 05:03:50 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:04:36 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63576754,12/31/2024 11:17:52 PM,01/01/2025 08:10:28 AM,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10036,501 WEST   46 STREET,WEST   46 STREET,10 AVENUE,AMTRAK-NORTHEAST LINE,10 AVENUE,AMTRAK-NORTHEAST LINE,ADDRESS,NEW YORK,WEST   46 STREET,,Closed,,The Police Department visited the location and no Encampment was found.,01/01/2025 08:10:32 AM,04 MANHATTAN,1010750029,MANHATTAN,985997,216977,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76222801820592,-73.99369364191632,"(40.76222801820592, -73.99369364191632)"
63578268,12/31/2024 11:17:39 PM,01/02/2025 05:09:50 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:13:45 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63582729,12/31/2024 11:17:35 PM,01/01/2025 12:27:55 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,23 INDIA STREET,INDIA STREET,DEAD END,WEST STREET,DEAD END,WEST STREET,ADDRESS,BROOKLYN,INDIA STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 12:27:59 AM,01 BROOKLYN,3025307501,BROOKLYN,995311,205899,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.731814947360775,-73.96008998715762,"(40.731814947360775, -73.96008998715762)"
63585093,12/31/2024 11:17:20 PM,01/01/2025 09:02:10 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:02:34 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63579008,12/31/2024 11:17:15 PM,12/31/2024 11:31:12 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11224,2960 WEST   27 STREET,WEST   27 STREET,DEAD END,SURF AVENUE,DEAD END,SURF AVENUE,ADDRESS,BROOKLYN,WEST   27 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:31:14 PM,13 BROOKLYN,3070520034,BROOKLYN,986235,148250,PHONE,Unspecified,BROOKLYN,,,,,,,,40.57358775088775,-73.99285474116026,"(40.57358775088775, -73.99285474116026)"
63581195,12/31/2024 11:17:13 PM,01/02/2025 02:47:33 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11235,2750 HOMECREST AVENUE,HOMECREST AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",01/02/2025 12:00:00 AM,15 BROOKLYN,3087640010,BROOKLYN,996391,152155,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.58429811390181,-73.95628992267918,"(40.58429811390181, -73.95628992267918)"
63574148,12/31/2024 11:17:08 PM,01/01/2025 12:21:29 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10021,1417 2 AVENUE,2 AVENUE,EAST   73 STREET,EAST   74 STREET,EAST   73 STREET,EAST   74 STREET,ADDRESS,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 12:21:31 AM,08 MANHATTAN,1014280028,MANHATTAN,996017,219804,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76997974269068,-73.95751828511808,"(40.76997974269068, -73.95751828511808)"
63577937,12/31/2024 11:17:08 PM,01/02/2025 05:07:26 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:10:12 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63574875,12/31/2024 11:16:59 PM,01/02/2025 05:11:23 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:13:33 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63582589,12/31/2024 11:16:41 PM,12/31/2024 11:39:27 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,520 WILLIAMS AVENUE,WILLIAMS AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,WILLIAMS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:39:29 PM,05 BROOKLYN,3038180046,BROOKLYN,1012686,180899,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66315702448214,-73.89750355029055,"(40.66315702448214, -73.89750355029055)"
63574543,12/31/2024 11:16:34 PM,01/01/2025 09:01:05 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:09 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63575661,12/31/2024 11:16:31 PM,12/31/2024 11:26:06 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230,931 FOSTER AVENUE,FOSTER AVENUE,EAST   10 STREET,CONEY ISLAND AVENUE,EAST   10 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,FOSTER AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2024 11:26:08 PM,14 BROOKLYN,3054290036,BROOKLYN,993288,169527,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63198439759397,-73.96743810606101,"(40.63198439759397, -73.96743810606101)"
63584830,12/31/2024 11:16:21 PM,01/02/2025 05:08:17 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:11:30 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63578110,12/31/2024 11:16:21 PM,01/02/2025 04:30:06 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 04:30:20 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63577305,12/31/2024 11:16:14 PM,12/31/2024 11:41:34 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,2758 FULTON STREET,FULTON STREET,BRADFORD STREET,MILLER AVENUE,BRADFORD STREET,MILLER AVENUE,ADDRESS,BROOKLYN,FULTON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:41:38 PM,05 BROOKLYN,3036740020,BROOKLYN,1013961,186252,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67784561465136,-73.89288427321912,"(40.67784561465136, -73.89288427321912)"
63572313,12/31/2024 11:15:59 PM,12/31/2024 11:31:35 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11204,1748 66 STREET,66 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,66 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2024 11:31:38 PM,11 BROOKLYN,3055600031,BROOKLYN,986480,164875,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61921996361505,-73.9919673449749,"(40.61921996361505, -73.9919673449749)"
63574009,12/31/2024 11:15:53 PM,01/01/2025 01:13:52 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10024,511 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   84 STREET,WEST   85 STREET,WEST   84 STREET,WEST   85 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 01:13:54 AM,07 MANHATTAN,1012150063,MANHATTAN,990975,225896,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78670594836629,-73.97571502544679,"(40.78670594836629, -73.97571502544679)"
63576175,12/31/2024 11:15:48 PM,01/01/2025 09:01:33 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:42 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63574847,12/31/2024 11:15:43 PM,01/02/2025 04:30:05 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 04:30:32 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63581448,12/31/2024 11:15:33 PM,01/02/2025 05:07:24 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:08:55 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63580855,12/31/2024 11:15:24 PM,12/31/2024 11:33:07 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11210,1406 BROOKLYN AVENUE,BROOKLYN AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,BROOKLYN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2024 11:33:09 PM,17 BROOKLYN,3049810050,BROOKLYN,1000218,171910,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63851544306519,-73.94246523160041,"(40.63851544306519, -73.94246523160041)"
63584612,12/31/2024 11:15:18 PM,01/02/2025 06:14:58 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11691,22-51 DIX AVENUE,DIX AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,,Closed,,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",01/02/2025 12:00:00 AM,14 QUEENS,4156610041,QUEENS,1051893,160407,PHONE,Unspecified,QUEENS,,,,,,,,40.606698333741186,-73.75638938400672,"(40.606698333741186, -73.75638938400672)"
63577738,12/31/2024 11:15:13 PM,12/31/2024 11:39:07 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11239,135 ELMIRA LOOP,ELMIRA LOOP,SCHROEDERS AVENUE,BEND,SCHROEDERS AVENUE,BEND,ADDRESS,BROOKLYN,ELMIRA LOOP,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,12/31/2024 11:39:09 PM,05 BROOKLYN,3044520085,BROOKLYN,1017337,175737,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64897231926673,-73.88076454835067,"(40.64897231926673, -73.88076454835067)"
63577540,12/31/2024 11:15:08 PM,12/31/2024 11:57:33 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10012,5 KING STREET,KING STREET,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,KING STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:57:38 PM,02 MANHATTAN,1005200085,MANHATTAN,983475,204374,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72763607735732,-74.00279615941632,"(40.72763607735732, -74.00279615941632)"
63573000,12/31/2024 11:15:02 PM,01/01/2025 09:01:31 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:44 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63581598,12/31/2024 11:14:45 PM,01/02/2025 04:30:12 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 04:30:27 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63580682,12/31/2024 11:14:29 PM,12/31/2024 11:17:34 PM,NYPD,New York City Police Department,Noise - House of Worship,Loud Music/Party,House of Worship,11233,293 HOWARD AVENUE,HOWARD AVENUE,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,HOWARD AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,12/31/2024 11:17:37 PM,03 BROOKLYN,3015590013,BROOKLYN,1006676,186151,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.677589846078284,-73.91914887353346,"(40.677589846078284, -73.91914887353346)"
63576230,12/31/2024 11:14:27 PM,01/02/2025 04:30:04 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 04:30:22 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63579199,12/31/2024 11:14:23 PM,12/31/2024 11:54:00 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11435,90-36 144 PLACE,144 PLACE,JAMAICA AVENUE,91 AVENUE,JAMAICA AVENUE,91 AVENUE,ADDRESS,JAMAICA,144 PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:54:03 PM,12 QUEENS,4099830020,QUEENS,1036772,194938,PHONE,Unspecified,QUEENS,,,,,,,,40.7015806775872,-73.81057728865879,"(40.7015806775872, -73.81057728865879)"
63582632,12/31/2024 11:14:20 PM,01/01/2025 01:00:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11421,87-14 85 STREET,85 STREET,87 AVENUE,87 ROAD,87 AVENUE,87 ROAD,ADDRESS,WOODHAVEN,85 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 01:00:49 AM,09 QUEENS,4089180033,QUEENS,1023433,191239,PHONE,Unspecified,QUEENS,,,,,,,,40.691496913830726,-73.85870635074636,"(40.691496913830726, -73.85870635074636)"
63575684,12/31/2024 11:14:16 PM,12/31/2024 11:38:58 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11372,37-46 93 STREET,93 STREET,ELMHURST AVENUE,ROOSEVELT AVENUE,ELMHURST AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,93 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,12/31/2024 11:39:03 PM,03 QUEENS,4014800028,QUEENS,1019190,212447,ONLINE,Unspecified,QUEENS,,,,,,,,40.74972546552317,-73.87389646601477,"(40.74972546552317, -73.87389646601477)"
